"[[3444, 4433], [3443, 4432]]",0.4999271222514262
"[[3681, 5150], [3680, 5149], [3681, 5149], [3682, 5149], [3680, 5150], [3682, 5150], [3680, 5151], [3681, 5151], [3680, 5148]]",0.4999792524825272
"[[3811, 4834], [3810, 4833]]",0.49990624145026147
"[[2260, 5409], [2259, 5408]]",0.49991693572602236
"[[3774, 4833], [3773, 4832]]",0.4999136803913668
"[[3613, 2932], [3612, 2931], [3614, 2932], [3612, 2933], [3613, 2933], [3614, 2933], [3611, 2930]]",0.49998736116885056
"[[3792, 4821], [3791, 4820], [3792, 4820], [3793, 4820], [3791, 4821], [3793, 4821], [3791, 4822], [3792, 4822], [3790, 4819], [3794, 4820]]",0.4999580250869261
"[[2831, 3680], [2830, 3679], [2831, 3679], [2832, 3679]]",0.4999708915689955
"[[3039, 5107], [3038, 5106], [3039, 5106], [3040, 5106], [3038, 5107], [3039, 5108], [3040, 5108]]",0.4999844060587499
"[[2796, 3703], [2795, 3702]]",0.499992520934511
"[[2705, 5780], [2704, 5779], [2705, 5779], [2706, 5779], [2704, 5780], [2706, 5780], [2704, 5781], [2705, 5781], [2706, 5781], [2703, 5778]]",0.4999104593173568
"[[3747, 4867]]",0.4999462300598812
"[[2730, 4111], [2729, 4111], [2731, 4111], [2729, 4112], [2730, 4112], [2728, 4112]]",0.4999425555124187
"[[3807, 4834], [3806, 4833], [3807, 4833], [3808, 4833], [3806, 4834], [3805, 4832], [3809, 4832], [3808, 4831], [3809, 4831], [3809, 4830]]",0.49990560168079506
"[[3161, 4034], [3160, 4033], [3161, 4033], [3162, 4033], [3160, 4034], [3162, 4034], [3160, 4035], [3161, 4035], [3162, 4035], [3160, 4032], [3161, 4032], [3159, 4033]]",0.49993250662915334
"[[3722, 4783], [3721, 4782]]",0.49991860097253393
"[[2734, 4213], [2733, 4212], [2734, 4212], [2735, 4212], [2733, 4213], [2735, 4213], [2732, 4211]]",0.4999278737242623
"[[2489, 5664], [2488, 5663], [2489, 5663], [2490, 5663], [2488, 5664], [2490, 5664], [2488, 5665], [2489, 5665], [2490, 5665], [2487, 5662], [2488, 5662], [2487, 5663]]",0.4999707357933768
"[[1624, 5168], [1623, 5167], [1624, 5167], [1625, 5167], [1623, 5168], [1625, 5168], [1623, 5169], [1624, 5169], [1622, 5166]]",0.4999900402786855
"[[3760, 4780], [3761, 4780], [3759, 4781], [3758, 4781], [3758, 4782], [3759, 4782], [3757, 4780], [3757, 4781], [3759, 4783]]",0.499921636182169
